Time,VIB57,VIB58,VIB59
08:16:41:853,0.3452,0.7394,1.4986
08:16:41:857,0.362,0.7418,1.519
08:16:41:861,0.346,0.7154,1.483
08:16:41:865,0.3592,0.727,1.5102
08:16:41:869,0.342,0.7374,1.515
08:16:41:873,0.3312,0.7354,1.547
08:16:41:876,0.3444,0.7158,1.5382
08:16:41:880,0.3672,0.7166,1.5198
08:16:41:884,0.352,0.7354,1.5678
08:16:41:888,0.3268,0.7302,1.5666
08:16:41:892,0.3696,0.7314,1.5654
08:16:41:896,0.354,0.7574,1.5482
08:16:41:900,0.3428,0.7702,1.5666
08:16:41:904,0.346,0.7926,1.551
08:16:41:908,0.3544,0.7766,1.5434
08:16:41:912,0.3484,0.7882,1.5182
08:16:41:916,0.3668,0.807,1.5342
08:16:41:919,0.3336,0.7978,1.5234
08:16:41:923,0.3528,0.7958,1.5322
08:16:41:927,0.374,0.7894,1.489
08:16:41:931,0.3828,0.7942,1.5294
08:16:41:935,0.3456,0.7922,1.5658
08:16:41:939,0.3484,0.7834,1.5454
08:16:41:943,0.3688,0.7762,1.5462
08:16:41:947,0.3672,0.7718,1.5546
08:16:41:951,0.3416,0.7614,1.5626
08:16:41:955,0.3808,0.7638,1.5086
08:16:41:958,0.3772,0.7818,1.5038
08:16:41:962,0.3216,0.7998,1.5166
08:16:41:966,0.3348,0.7742,1.4818
08:16:41:970,0.3672,0.7742,1.465
08:16:41:974,0.3436,0.7878,1.501
08:16:41:978,0.3504,0.769,1.4914
08:16:41:982,0.37,0.7426,1.4826
08:16:41:986,0.3468,0.7438,1.4786
08:16:41:990,0.3276,0.7506,1.481
08:16:41:994,0.3348,0.733,1.5182
08:16:41:998,0.3552,0.7354,1.5182
08:16:42:001,0.36,0.725,1.507
08:16:42:005,0.3564,0.745,1.5202
08:16:42:009,0.3332,0.7218,1.4946
08:16:42:013,0.3452,0.7226,1.4702
08:16:42:017,0.344,0.7426,1.5058
08:16:42:021,0.326,0.7554,1.5178
08:16:42:025,0.3472,0.7506,1.4734
08:16:42:029,0.3516,0.7658,1.4694
08:16:42:033,0.3332,0.7558,1.4754
08:16:42:037,0.3296,0.7626,1.4718
08:16:42:041,0.3392,0.733,1.4946
08:16:42:044,0.3348,0.7438,1.505
08:16:42:048,0.3572,0.739,1.485
08:16:42:052,0.3652,0.7346,1.5058
08:16:42:056,0.3528,0.7314,1.5154
08:16:42:060,0.3744,0.7146,1.5094
08:16:42:064,0.38,0.7406,1.5202
08:16:42:068,0.3376,0.7382,1.5394
08:16:42:072,0.3508,0.7318,1.5338
08:16:42:076,0.37,0.7246,1.5566
08:16:42:080,0.346,0.7422,1.5714
08:16:42:083,0.3336,0.6994,1.5838
08:16:42:087,0.3684,0.7026,1.5518
08:16:42:091,0.3616,0.7094,1.5426
08:16:42:095,0.3348,0.7138,1.585
08:16:42:099,0.3372,0.6986,1.5646
08:16:42:103,0.3688,0.6834,1.5714
08:16:42:107,0.378,0.6842,1.5614
08:16:42:111,0.3468,0.6886,1.5938
08:16:42:115,0.3636,0.6678,1.5374
08:16:42:119,0.3828,0.6566,1.5486
08:16:42:123,0.37,0.6782,1.5414
08:16:42:126,0.3584,0.6778,1.5762
08:16:42:130,0.35,0.6914,1.5078
08:16:42:134,0.3704,0.6986,1.5214
08:16:42:138,0.3612,0.7086,1.5314
08:16:42:142,0.3388,0.7066,1.5366
08:16:42:146,0.3648,0.7126,1.4942
08:16:42:150,0.372,0.711,1.5138
08:16:42:154,0.3456,0.7262,1.4714
08:16:42:158,0.3492,0.7406,1.483
08:16:42:162,0.3672,0.7162,1.4538
08:16:42:166,0.3384,0.7486,1.4818
08:16:42:169,0.352,0.7394,1.4998
08:16:42:173,0.3728,0.747,1.4862
08:16:42:177,0.348,0.7646,1.4814
08:16:42:181,0.3572,0.7698,1.4754
08:16:42:185,0.3808,0.7762,1.4642
08:16:42:189,0.3712,0.7926,1.4486
08:16:42:193,0.3772,0.7954,1.4698
08:16:42:197,0.3428,0.8126,1.475
08:16:42:201,0.3488,0.8074,1.4578
08:16:42:205,0.3708,0.799,1.4398
08:16:42:208,0.3628,0.7866,1.4422
08:16:42:212,0.352,0.789,1.4614
08:16:42:216,0.3312,0.7878,1.4046
08:16:42:220,0.38,0.7762,1.439
08:16:42:224,0.3292,0.7666,1.4546
08:16:42:228,0.3284,0.7726,1.4566
08:16:42:232,0.3916,0.7626,1.4446
08:16:42:236,0.354,0.7758,1.4734
08:16:42:240,0.3556,0.7414,1.4574
08:16:42:244,0.3884,0.7574,1.459
08:16:42:248,0.3536,0.7382,1.4586
08:16:42:251,0.3488,0.7526,1.5198
08:16:42:255,0.3476,0.7514,1.4906
08:16:42:259,0.3544,0.7698,1.5074
08:16:42:263,0.3452,0.7706,1.5178
08:16:42:267,0.3492,0.7634,1.5398
08:16:42:271,0.3576,0.7326,1.557
08:16:42:275,0.3568,0.7498,1.557
08:16:42:279,0.3452,0.7406,1.5706
08:16:42:283,0.3404,0.7362,1.5674
08:16:42:287,0.3484,0.7282,1.5534
08:16:42:291,0.3484,0.7274,1.5562
08:16:42:294,0.3548,0.737,1.5802
08:16:42:298,0.35,0.7402,1.5862
08:16:42:302,0.3664,0.7518,1.5682
08:16:42:306,0.3612,0.7438,1.5894
08:16:42:310,0.3796,0.7298,1.6378
08:16:42:314,0.374,0.737,1.5998
08:16:42:318,0.3592,0.7446,1.613
08:16:42:322,0.3524,0.7586,1.637
08:16:42:326,0.3632,0.755,1.5918
08:16:42:330,0.3644,0.753,1.6466
08:16:42:333,0.3516,0.7502,1.6282
08:16:42:337,0.3904,0.7494,1.5922
08:16:42:341,0.3836,0.7538,1.5898
08:16:42:345,0.3424,0.7386,1.6014
08:16:42:349,0.338,0.729,1.5286
08:16:42:353,0.3616,0.7166,1.5938
08:16:42:357,0.3564,0.7274,1.5662
08:16:42:361,0.3568,0.7202,1.6186
08:16:42:365,0.3676,0.7246,1.5498
08:16:42:369,0.3708,0.7318,1.5786
08:16:42:373,0.3492,0.7246,1.5502
08:16:42:376,0.3668,0.7258,1.547
08:16:42:380,0.3648,0.7102,1.531
08:16:42:384,0.37,0.7254,1.5702
08:16:42:388,0.346,0.7278,1.529
08:16:42:392,0.3468,0.7318,1.551
08:16:42:396,0.3556,0.729,1.5214
08:16:42:400,0.3468,0.7214,1.5482
08:16:42:404,0.3344,0.731,1.5642
08:16:42:408,0.3304,0.737,1.5242
08:16:42:412,0.3436,0.7466,1.5102
08:16:42:416,0.3564,0.7322,1.495
08:16:42:419,0.3492,0.7562,1.5162
08:16:42:423,0.358,0.7458,1.4994
08:16:42:427,0.3532,0.7522,1.5638
08:16:42:431,0.36,0.7426,1.545
08:16:42:435,0.3672,0.757,1.533
08:16:42:439,0.3492,0.7474,1.5482
08:16:42:443,0.3568,0.7494,1.5706
08:16:42:447,0.3736,0.7426,1.5314
08:16:42:451,0.36,0.7814,1.5594
08:16:42:455,0.3372,0.7994,1.5694
08:16:42:458,0.3676,0.787,1.5702
08:16:42:462,0.3476,0.7746,1.5754
08:16:42:466,0.3648,0.7826,1.581
08:16:42:470,0.3736,0.7606,1.5778
08:16:42:474,0.3536,0.7798,1.555
08:16:42:478,0.3316,0.7554,1.5462
08:16:42:482,0.3836,0.7506,1.5342
08:16:42:486,0.372,0.7654,1.5662
08:16:42:490,0.3348,0.7614,1.567
08:16:42:494,0.388,0.7734,1.5438
08:16:42:498,0.3788,0.7638,1.5478
08:16:42:501,0.3564,0.7574,1.5486
08:16:42:505,0.3808,0.7374,1.579
08:16:42:509,0.3732,0.7486,1.5442
08:16:42:513,0.3672,0.7638,1.5562
08:16:42:517,0.3292,0.7862,1.5518
08:16:42:521,0.376,0.7454,1.501
08:16:42:525,0.3724,0.783,1.5134
08:16:42:529,0.3464,0.7626,1.5618
08:16:42:533,0.3484,0.7782,1.5842
08:16:42:537,0.3604,0.7566,1.6006
08:16:42:541,0.34,0.7602,1.5954
08:16:42:544,0.364,0.745,1.6406
08:16:42:548,0.3572,0.7362,1.6042
08:16:42:552,0.3608,0.727,1.6134
08:16:42:556,0.3644,0.725,1.6338
08:16:42:560,0.3512,0.7362,1.587
08:16:42:564,0.3556,0.7242,1.5818
08:16:42:568,0.3564,0.7338,1.6006
08:16:42:572,0.3536,0.7274,1.5978
08:16:42:576,0.3536,0.7454,1.5878
08:16:42:580,0.3536,0.7438,1.5854
08:16:42:583,0.3564,0.7518,1.5706
08:16:42:587,0.3404,0.7514,1.5894
08:16:42:591,0.3716,0.7594,1.5838
08:16:42:595,0.3932,0.7646,1.593
08:16:42:599,0.3576,0.7726,1.5778
08:16:42:603,0.352,0.769,1.5806
08:16:42:607,0.3476,0.7654,1.5578
08:16:42:611,0.3468,0.7414,1.581
08:16:42:615,0.3732,0.7546,1.5706
08:16:42:619,0.3548,0.7558,1.5654
08:16:42:623,0.336,0.7794,1.5558
08:16:42:626,0.366,0.771,1.5354
08:16:42:630,0.3536,0.7762,1.5618
08:16:42:634,0.356,0.7774,1.5646
08:16:42:638,0.3716,0.7722,1.5718
08:16:42:642,0.3672,0.7758,1.529
08:16:42:646,0.3428,0.7734,1.5366
08:16:42:650,0.3248,0.7806,1.5166
08:16:42:654,0.362,0.761,1.5118
08:16:42:658,0.3512,0.7734,1.5198
08:16:42:662,0.3592,0.759,1.5442
08:16:42:666,0.3676,0.779,1.5482
08:16:42:669,0.354,0.7602,1.5774
08:16:42:673,0.352,0.7338,1.573
08:16:42:677,0.362,0.7426,1.5526
08:16:42:681,0.3808,0.7286,1.5726
08:16:42:685,0.3488,0.7446,1.5614
08:16:42:689,0.3648,0.7306,1.543
08:16:42:693,0.3708,0.7422,1.5058
08:16:42:697,0.3656,0.7358,1.5146
08:16:42:701,0.3632,0.7366,1.503
08:16:42:705,0.3656,0.733,1.4838
08:16:42:708,0.362,0.7462,1.5126
08:16:42:712,0.3648,0.7558,1.519
08:16:42:716,0.3604,0.7394,1.5594
08:16:42:720,0.3756,0.7598,1.5582
08:16:42:724,0.3924,0.7466,1.5554
08:16:42:728,0.3728,0.7562,1.5506
08:16:42:732,0.3572,0.7202,1.5566
08:16:42:736,0.3612,0.7186,1.5514
08:16:42:740,0.3452,0.7122,1.5058
08:16:42:744,0.3512,0.729,1.5114
08:16:42:748,0.3788,0.695,1.4614
08:16:42:751,0.34,0.7546,1.441
08:16:42:755,0.302,0.743,1.4994
08:16:42:759,0.3544,0.7482,1.5066
08:16:42:763,0.3788,0.7214,1.4934
08:16:42:767,0.3792,0.7346,1.5138
08:16:42:771,0.3612,0.7418,1.5106
08:16:42:775,0.3648,0.729,1.4674
08:16:42:779,0.362,0.7234,1.5198
08:16:42:783,0.352,0.7046,1.5098
08:16:42:787,0.3544,0.7134,1.5182
08:16:42:791,0.3676,0.7042,1.5186
08:16:42:794,0.3672,0.6886,1.4994
08:16:42:798,0.3536,0.6882,1.4982
08:16:42:802,0.3516,0.6958,1.5062
08:16:42:806,0.3456,0.6762,1.5154
08:16:42:810,0.3684,0.6846,1.523
08:16:42:814,0.358,0.6922,1.5438
08:16:42:818,0.36,0.695,1.559
08:16:42:822,0.34,0.6806,1.549
08:16:42:826,0.368,0.6594,1.5694
08:16:42:830,0.3696,0.6598,1.5286
08:16:42:833,0.3688,0.6726,1.5622
08:16:42:837,0.348,0.6698,1.529
08:16:42:841,0.3656,0.6882,1.543
08:16:42:845,0.3612,0.687,1.5798
08:16:42:849,0.3672,0.7006,1.5526
08:16:42:853,0.384,0.715,1.5558
08:16:42:857,0.378,0.7206,1.5506
08:16:42:861,0.3672,0.7394,1.5534
08:16:42:865,0.3752,0.7178,1.5662
08:16:42:869,0.3824,0.7134,1.5518
08:16:42:873,0.384,0.7126,1.5358
08:16:42:876,0.36,0.7334,1.543
08:16:42:880,0.3552,0.7306,1.5158
08:16:42:884,0.3592,0.747,1.4922
08:16:42:888,0.3484,0.769,1.5146
08:16:42:892,0.324,0.7826,1.5422
08:16:42:896,0.368,0.7818,1.5098
08:16:42:900,0.396,0.7834,1.5066
08:16:42:904,0.3656,0.8034,1.4878
08:16:42:908,0.37,0.7974,1.5358
08:16:42:912,0.3496,0.7838,1.493
08:16:42:916,0.3548,0.7986,1.5118
08:16:42:919,0.3436,0.7914,1.5082
08:16:42:923,0.3372,0.7914,1.5086
08:16:42:927,0.3532,0.7862,1.429
08:16:42:931,0.3756,0.7894,1.4602
08:16:42:935,0.3476,0.7838,1.459
08:16:42:939,0.372,0.783,1.459
08:16:42:943,0.3756,0.7646,1.4126
08:16:42:947,0.3648,0.7822,1.4362
08:16:42:951,0.3376,0.7822,1.4522
08:16:42:955,0.3668,0.7626,1.4598
08:16:42:958,0.3728,0.7478,1.4834
08:16:42:962,0.3968,0.751,1.4862
08:16:42:966,0.3684,0.7522,1.469
08:16:42:970,0.4008,0.7354,1.4858
08:16:42:974,0.3664,0.7446,1.4722
08:16:42:978,0.3808,0.751,1.4982
08:16:42:982,0.3756,0.7382,1.5102
08:16:42:986,0.368,0.7354,1.5282
08:16:42:990,0.3656,0.7294,1.511
08:16:42:994,0.3808,0.7162,1.5274
08:16:42:998,0.3684,0.7022,1.5198
08:16:43:001,0.3768,0.681,1.5326
08:16:43:005,0.3728,0.6974,1.5282
08:16:43:009,0.3432,0.7022,1.5314
08:16:43:013,0.3504,0.6926,1.5362
08:16:43:017,0.3804,0.6854,1.541
08:16:43:021,0.3252,0.709,1.545
08:16:43:025,0.3764,0.7066,1.547
08:16:43:029,0.3868,0.7146,1.537
08:16:43:033,0.356,0.7222,1.5126
08:16:43:037,0.3808,0.7318,1.5102
08:16:43:041,0.3732,0.7506,1.5262
08:16:43:044,0.37,0.7418,1.523
08:16:43:048,0.3668,0.7494,1.5626
08:16:43:052,0.3512,0.7442,1.5702
08:16:43:056,0.3516,0.7682,1.5562
08:16:43:060,0.3592,0.7246,1.5686
08:16:43:064,0.3756,0.7386,1.5322
08:16:43:068,0.3704,0.7406,1.5158
08:16:43:072,0.344,0.7494,1.5478
08:16:43:076,0.3556,0.7554,1.4938
08:16:43:080,0.364,0.7702,1.5338
08:16:43:083,0.3508,0.771,1.5102
08:16:43:087,0.362,0.7802,1.5654
08:16:43:091,0.334,0.7814,1.5542
08:16:43:095,0.362,0.779,1.5702
08:16:43:099,0.3648,0.7794,1.541
08:16:43:103,0.37,0.7614,1.5402
08:16:43:107,0.3496,0.7702,1.5318
08:16:43:111,0.3756,0.7654,1.4874
08:16:43:115,0.3524,0.769,1.4826
08:16:43:119,0.3448,0.7778,1.4714
08:16:43:123,0.3768,0.7646,1.4382
08:16:43:126,0.3568,0.7518,1.4814
08:16:43:130,0.352,0.7502,1.433
08:16:43:134,0.4076,0.721,1.4114
08:16:43:138,0.3852,0.7586,1.3954
08:16:43:142,0.3,0.7494,1.449
08:16:43:146,0.3884,0.7578,1.3854
08:16:43:150,0.3856,0.7462,1.403
08:16:43:154,0.3664,0.7826,1.4506
08:16:43:158,0.3472,0.7574,1.487
08:16:43:162,0.386,0.7574,1.4838
08:16:43:166,0.3708,0.7498,1.4774
08:16:43:169,0.3292,0.7746,1.5194
08:16:43:173,0.362,0.7638,1.501
08:16:43:177,0.344,0.7666,1.5062
08:16:43:181,0.3444,0.7926,1.4938
08:16:43:185,0.3304,0.7766,1.5058
08:16:43:189,0.35,0.767,1.5126
08:16:43:193,0.3656,0.7582,1.5074
08:16:43:197,0.3488,0.7614,1.5118
08:16:43:201,0.3696,0.7698,1.5034
08:16:43:205,0.3568,0.751,1.5262
08:16:43:208,0.3552,0.7758,1.5154
08:16:43:212,0.3712,0.791,1.5226
08:16:43:216,0.3668,0.7894,1.549
08:16:43:220,0.3928,0.7966,1.583
08:16:43:224,0.37,0.8062,1.5262
08:16:43:228,0.378,0.8222,1.543
08:16:43:232,0.3752,0.7926,1.5918
08:16:43:236,0.3728,0.7878,1.5254
08:16:43:240,0.396,0.789,1.567
08:16:43:244,0.3444,0.8154,1.535
08:16:43:248,0.3624,0.7954,1.5206
08:16:43:251,0.3772,0.7882,1.5146
08:16:43:255,0.3568,0.7798,1.5346
08:16:43:259,0.3492,0.7862,1.5458
08:16:43:263,0.386,0.7674,1.533
08:16:43:267,0.3884,0.7538,1.525
08:16:43:271,0.3672,0.7638,1.5294
08:16:43:275,0.3648,0.7798,1.5342
08:16:43:279,0.3632,0.7706,1.5506
08:16:43:283,0.3688,0.7718,1.5398
08:16:43:287,0.3364,0.8038,1.5414
08:16:43:291,0.358,0.8094,1.549
08:16:43:294,0.3664,0.791,1.5322
08:16:43:298,0.3752,0.7794,1.505
08:16:43:302,0.3648,0.7918,1.4898
08:16:43:306,0.3576,0.7934,1.5322
08:16:43:310,0.3484,0.7562,1.5042
08:16:43:314,0.3568,0.7558,1.5118
08:16:43:318,0.342,0.7722,1.5074
08:16:43:322,0.3496,0.747,1.529
08:16:43:326,0.3664,0.7282,1.495
08:16:43:330,0.3816,0.713,1.4662
08:16:43:333,0.3644,0.7538,1.485
08:16:43:337,0.3228,0.7466,1.4946
08:16:43:341,0.356,0.7074,1.521
08:16:43:345,0.378,0.7054,1.523
08:16:43:349,0.3484,0.7534,1.5218
08:16:43:353,0.3512,0.7314,1.5218
08:16:43:357,0.358,0.7154,1.5106
08:16:43:361,0.3704,0.729,1.4302
08:16:43:365,0.322,0.7406,1.5402
08:16:43:369,0.3368,0.7138,1.523
08:16:43:373,0.3816,0.7134,1.4946
08:16:43:376,0.3788,0.721,1.4518
08:16:43:380,0.3668,0.7538,1.5182
08:16:43:384,0.346,0.6974,1.5054
08:16:43:388,0.3824,0.693,1.5142
08:16:43:392,0.3836,0.709,1.5214
08:16:43:396,0.3812,0.7274,1.5566
08:16:43:400,0.3704,0.7122,1.4938
08:16:43:404,0.37,0.7242,1.5058
08:16:43:408,0.3552,0.7446,1.5222
08:16:43:412,0.3688,0.7626,1.527
08:16:43:416,0.354,0.737,1.5106
08:16:43:419,0.356,0.741,1.5238
08:16:43:423,0.3608,0.7438,1.4906
08:16:43:427,0.3548,0.7394,1.5046
08:16:43:431,0.382,0.7342,1.5022
08:16:43:435,0.364,0.7406,1.5058
08:16:43:439,0.3708,0.7442,1.5106
08:16:43:443,0.3652,0.7538,1.5102
08:16:43:447,0.376,0.7514,1.4782
08:16:43:451,0.3812,0.753,1.495
08:16:43:455,0.3684,0.7786,1.511
08:16:43:458,0.362,0.7582,1.4826
08:16:43:462,0.3612,0.7598,1.493
08:16:43:466,0.3436,0.7646,1.4886
08:16:43:470,0.3456,0.7526,1.5098
08:16:43:474,0.3716,0.7478,1.4814
08:16:43:478,0.3548,0.7642,1.4938
08:16:43:482,0.3564,0.771,1.4838
08:16:43:486,0.3332,0.7698,1.4534
08:16:43:490,0.3556,0.7326,1.4658
08:16:43:494,0.3556,0.7502,1.451
08:16:43:498,0.356,0.7318,1.4814
08:16:43:501,0.3624,0.7246,1.485
08:16:43:505,0.3404,0.727,1.4554
08:16:43:509,0.3648,0.7234,1.4366
08:16:43:513,0.3876,0.7298,1.4418
08:16:43:517,0.3528,0.729,1.4546
08:16:43:521,0.3796,0.7262,1.4502
08:16:43:525,0.3752,0.7534,1.455
08:16:43:529,0.3528,0.7394,1.4794
08:16:43:533,0.3748,0.7226,1.483
08:16:43:537,0.3732,0.7098,1.485
08:16:43:541,0.352,0.7218,1.4966
08:16:43:544,0.3484,0.7286,1.4778
08:16:43:548,0.3516,0.7202,1.5006
08:16:43:552,0.3556,0.7162,1.4954
08:16:43:556,0.368,0.7166,1.5238
08:16:43:560,0.3544,0.7246,1.531
08:16:43:564,0.3616,0.7318,1.543
08:16:43:568,0.364,0.7366,1.5018
08:16:43:572,0.344,0.7586,1.5106
08:16:43:576,0.322,0.7438,1.529
08:16:43:580,0.3552,0.7518,1.535
08:16:43:583,0.352,0.7502,1.5242
08:16:43:587,0.3536,0.7666,1.5434
08:16:43:591,0.37,0.7586,1.521
08:16:43:595,0.3736,0.7514,1.5058
08:16:43:599,0.3392,0.7698,1.5254
08:16:43:603,0.3364,0.7754,1.5342
08:16:43:607,0.372,0.749,1.547
08:16:43:611,0.3732,0.737,1.551
08:16:43:615,0.3572,0.771,1.4834
08:16:43:619,0.3568,0.7762,1.4846
08:16:43:623,0.3604,0.767,1.4962
08:16:43:626,0.352,0.7818,1.4802
08:16:43:630,0.3548,0.7906,1.5122
08:16:43:634,0.334,0.7978,1.5042
08:16:43:638,0.3632,0.771,1.4738
08:16:43:642,0.3684,0.7814,1.4562
08:16:43:646,0.3496,0.7802,1.4894
08:16:43:650,0.3732,0.7906,1.4782
08:16:43:654,0.3728,0.7934,1.4818
08:16:43:658,0.3592,0.7698,1.4814
08:16:43:662,0.3928,0.7794,1.465
08:16:43:666,0.3708,0.7558,1.477
08:16:43:669,0.3376,0.751,1.4606
08:16:43:673,0.3624,0.7438,1.4458
08:16:43:677,0.3408,0.7602,1.4414
08:16:43:681,0.3236,0.7642,1.4642
08:16:43:685,0.3572,0.7442,1.4718
08:16:43:689,0.3756,0.7318,1.457
08:16:43:693,0.3652,0.759,1.4602
08:16:43:697,0.3624,0.739,1.4426
08:16:43:701,0.3596,0.729,1.431
08:16:43:705,0.3576,0.729,1.4354
08:16:43:708,0.3592,0.727,1.4626
08:16:43:712,0.3688,0.713,1.4414
08:16:43:716,0.3808,0.7266,1.437
08:16:43:720,0.356,0.723,1.4566
08:16:43:724,0.3708,0.691,1.4298
08:16:43:728,0.4032,0.7058,1.4286
08:16:43:732,0.3716,0.6802,1.461
08:16:43:736,0.3368,0.7346,1.4954
08:16:43:740,0.3628,0.6994,1.4854
08:16:43:744,0.3916,0.7122,1.4522
08:16:43:748,0.3592,0.6994,1.4726
08:16:43:751,0.3412,0.7262,1.4438
08:16:43:755,0.3636,0.7098,1.4254
08:16:43:759,0.3352,0.7266,1.473
08:16:43:763,0.332,0.725,1.4786
08:16:43:767,0.3548,0.7354,1.497
08:16:43:771,0.3644,0.7398,1.5122
08:16:43:775,0.358,0.7134,1.5302
08:16:43:779,0.3652,0.737,1.5074
08:16:43:783,0.3564,0.711,1.5038
08:16:43:787,0.3644,0.7146,1.497
08:16:43:791,0.3584,0.7166,1.4842
08:16:43:794,0.3972,0.7058,1.4958
08:16:43:798,0.3524,0.7282,1.4742
08:16:43:802,0.356,0.7274,1.475
08:16:43:806,0.3624,0.7178,1.475
08:16:43:810,0.3636,0.7298,1.5062
08:16:43:814,0.3356,0.737,1.489
08:16:43:818,0.3716,0.7414,1.5222
08:16:43:822,0.3768,0.7414,1.5238
08:16:43:826,0.3432,0.7538,1.5314
08:16:43:830,0.3752,0.721,1.529
08:16:43:833,0.3596,0.7186,1.5222
08:16:43:837,0.3424,0.7134,1.5274
08:16:43:841,0.3588,0.7134,1.517
08:16:43:845,0.34,0.7246,1.4942
08:16:43:849,0.3404,0.7374,1.473
08:16:43:853,0.3904,0.7234,1.475
08:16:43:857,0.3536,0.7486,1.5146
08:16:43:861,0.358,0.733,1.4742
08:16:43:865,0.3864,0.7638,1.4922
08:16:43:869,0.364,0.749,1.4938
08:16:43:873,0.3644,0.7434,1.5082
08:16:43:876,0.3596,0.7486,1.465
08:16:43:880,0.3908,0.7502,1.4798
08:16:43:884,0.354,0.7758,1.473
08:16:43:888,0.34,0.7818,1.457
08:16:43:892,0.3576,0.7898,1.4286
08:16:43:896,0.3612,0.7942,1.4238
08:16:43:900,0.3556,0.803,1.443
08:16:43:904,0.366,0.8006,1.4438
08:16:43:908,0.3584,0.8042,1.4154
08:16:43:912,0.3448,0.8258,1.4518
08:16:43:916,0.3548,0.7918,1.4794
08:16:43:919,0.388,0.789,1.4558
08:16:43:923,0.378,0.8098,1.4618
08:16:43:927,0.3432,0.8134,1.4834
08:16:43:931,0.3596,0.8098,1.447
08:16:43:935,0.3956,0.7678,1.4226
08:16:43:939,0.356,0.8118,1.447
08:16:43:943,0.334,0.7994,1.4582
08:16:43:947,0.3516,0.7998,1.4682
08:16:43:951,0.3532,0.7894,1.4438
08:16:43:955,0.3668,0.7826,1.471
08:16:43:958,0.3508,0.7874,1.4898
08:16:43:962,0.358,0.7534,1.4906
08:16:43:966,0.3752,0.7334,1.4706
08:16:43:970,0.3716,0.737,1.4762
08:16:43:974,0.3124,0.7362,1.4878
08:16:43:978,0.354,0.7066,1.4794
08:16:43:982,0.3644,0.6938,1.4526
08:16:43:986,0.3472,0.731,1.4382
08:16:43:990,0.3608,0.7338,1.4766
08:16:43:994,0.3508,0.7462,1.417
08:16:43:998,0.3784,0.7382,1.4078
08:16:44:001,0.3628,0.749,1.399
08:16:44:005,0.3516,0.7478,1.4578
08:16:44:009,0.3756,0.731,1.4214
08:16:44:013,0.3852,0.7374,1.441
08:16:44:017,0.3256,0.7666,1.4186
08:16:44:021,0.3656,0.7438,1.4358
08:16:44:025,0.3736,0.7366,1.445
08:16:44:029,0.364,0.7494,1.4518
08:16:44:033,0.362,0.7542,1.4534
08:16:44:037,0.36,0.741,1.4586
08:16:44:041,0.3668,0.7278,1.461
08:16:44:044,0.3896,0.7102,1.4642
08:16:44:048,0.3456,0.7546,1.4942
08:16:44:052,0.366,0.7346,1.4958
08:16:44:056,0.374,0.7326,1.5298
08:16:44:060,0.3604,0.7378,1.497
08:16:44:064,0.356,0.7354,1.555
08:16:44:068,0.3712,0.711,1.5266
08:16:44:072,0.3724,0.7046,1.5334
08:16:44:076,0.362,0.7034,1.5102
08:16:44:080,0.3476,0.743,1.517
08:16:44:083,0.344,0.7158,1.5102
08:16:44:087,0.3824,0.711,1.5294
08:16:44:091,0.3932,0.707,1.4994
08:16:44:095,0.3828,0.7326,1.5442
08:16:44:099,0.3472,0.733,1.5454
08:16:44:103,0.3816,0.713,1.5098
08:16:44:107,0.3864,0.7298,1.491
08:16:44:111,0.3708,0.723,1.5222
08:16:44:115,0.3392,0.7346,1.5026
08:16:44:119,0.3584,0.7194,1.4822
08:16:44:123,0.3684,0.7438,1.4582
08:16:44:126,0.3424,0.7518,1.467
08:16:44:130,0.3392,0.7522,1.447
08:16:44:134,0.3648,0.7586,1.4326
08:16:44:138,0.3584,0.7834,1.4454
08:16:44:142,0.3504,0.8102,1.3862
08:16:44:146,0.3484,0.7926,1.415
08:16:44:150,0.3764,0.797,1.3614
08:16:44:154,0.3776,0.7994,1.3814
08:16:44:158,0.354,0.7962,1.3678
08:16:44:162,0.3696,0.7886,1.3878
08:16:44:166,0.3548,0.7822,1.3562
08:16:44:169,0.366,0.7582,1.3562
08:16:44:173,0.3676,0.7658,1.355
08:16:44:177,0.3656,0.7562,1.3674
08:16:44:181,0.3644,0.769,1.3602
08:16:44:185,0.3628,0.7802,1.3742
08:16:44:189,0.3444,0.7842,1.3754
08:16:44:193,0.3636,0.7678,1.409
08:16:44:197,0.3868,0.7742,1.3686
08:16:44:201,0.374,0.7626,1.4182
08:16:44:205,0.348,0.7666,1.4186
08:16:44:208,0.368,0.7274,1.4074
08:16:44:212,0.3804,0.7238,1.4158
08:16:44:216,0.3872,0.715,1.4206
08:16:44:220,0.3488,0.719,1.4682
08:16:44:224,0.3564,0.7098,1.4806
08:16:44:228,0.3548,0.715,1.4894
08:16:44:232,0.3572,0.699,1.4998
08:16:44:236,0.3892,0.6858,1.5138
08:16:44:240,0.3852,0.7002,1.5014
08:16:44:244,0.3636,0.7082,1.4838
08:16:44:248,0.3524,0.7354,1.513
08:16:44:251,0.3572,0.7134,1.4846
08:16:44:255,0.344,0.7354,1.5194
08:16:44:259,0.362,0.7154,1.5566
08:16:44:263,0.3472,0.7218,1.5698
08:16:44:267,0.3676,0.7162,1.5662
08:16:44:271,0.3624,0.715,1.5778
08:16:44:275,0.3564,0.7194,1.5618
08:16:44:279,0.368,0.7154,1.607
08:16:44:283,0.3592,0.6842,1.565
08:16:44:287,0.3596,0.7286,1.6122
