Time,VIB57,VIB58,VIB59
08:18:29:416,0.342,0.7986,1.493
08:18:29:419,0.3616,0.773,1.5226
08:18:29:423,0.3844,0.7654,1.505
08:18:29:427,0.3716,0.7718,1.5178
08:18:29:431,0.376,0.7794,1.5206
08:18:29:435,0.3784,0.7626,1.551
08:18:29:439,0.3528,0.7802,1.5162
08:18:29:443,0.3856,0.7518,1.5366
08:18:29:447,0.3868,0.7462,1.5342
08:18:29:451,0.3836,0.7442,1.5218
08:18:29:455,0.3564,0.7246,1.501
08:18:29:458,0.37,0.7238,1.4882
08:18:29:462,0.3504,0.7158,1.4666
08:18:29:466,0.3664,0.7182,1.4878
08:18:29:470,0.3428,0.7226,1.5046
08:18:29:474,0.3752,0.7158,1.5002
08:18:29:478,0.3896,0.711,1.4886
08:18:29:482,0.3896,0.7226,1.499
08:18:29:486,0.368,0.711,1.4894
08:18:29:490,0.3776,0.7178,1.5102
08:18:29:494,0.368,0.7102,1.5094
08:18:29:498,0.3632,0.7114,1.5286
08:18:29:501,0.3824,0.6902,1.5294
08:18:29:505,0.3768,0.707,1.5502
08:18:29:509,0.3728,0.6914,1.5038
08:18:29:513,0.3816,0.7078,1.5218
08:18:29:517,0.3564,0.7178,1.5326
08:18:29:521,0.3748,0.709,1.5506
08:18:29:525,0.3752,0.7222,1.5722
08:18:29:529,0.384,0.7154,1.569
08:18:29:533,0.3764,0.7326,1.6094
08:18:29:537,0.374,0.7218,1.5738
08:18:29:541,0.3804,0.7354,1.5862
08:18:29:544,0.36,0.7302,1.5922
08:18:29:548,0.3756,0.7502,1.5598
08:18:29:552,0.378,0.733,1.557
08:18:29:556,0.3796,0.755,1.5158
08:18:29:560,0.3788,0.7622,1.5462
08:18:29:564,0.3708,0.7814,1.5202
08:18:29:568,0.364,0.7682,1.5362
08:18:29:572,0.3836,0.7786,1.4898
08:18:29:576,0.3924,0.7774,1.4918
08:18:29:580,0.3628,0.7902,1.5054
08:18:29:583,0.358,0.783,1.513
08:18:29:587,0.3628,0.8018,1.4786
08:18:29:591,0.3596,0.785,1.5262
08:18:29:595,0.3632,0.7854,1.5346
08:18:29:599,0.3908,0.7626,1.505
08:18:29:603,0.376,0.783,1.5094
08:18:29:607,0.3604,0.7938,1.5026
08:18:29:611,0.378,0.7726,1.4874
08:18:29:615,0.3944,0.7714,1.5078
08:18:29:619,0.3604,0.7682,1.5174
08:18:29:623,0.3876,0.7746,1.5334
08:18:29:626,0.3896,0.7366,1.537
08:18:29:630,0.3648,0.763,1.495
08:18:29:634,0.3596,0.751,1.5286
08:18:29:638,0.3268,0.753,1.549
08:18:29:642,0.35,0.7418,1.5362
08:18:29:646,0.3696,0.7506,1.5218
08:18:29:650,0.3384,0.759,1.5614
08:18:29:654,0.358,0.741,1.5174
08:18:29:658,0.3756,0.7386,1.4798
08:18:29:662,0.3432,0.7646,1.4558
08:18:29:666,0.362,0.7562,1.4926
08:18:29:669,0.3892,0.7542,1.4834
08:18:29:673,0.3992,0.7254,1.5378
08:18:29:677,0.38,0.7494,1.5242
08:18:29:681,0.4012,0.7362,1.5474
08:18:29:685,0.37,0.7254,1.5338
08:18:29:689,0.396,0.7054,1.5294
08:18:29:693,0.3688,0.745,1.5194
08:18:29:697,0.3532,0.7262,1.5294
08:18:29:701,0.3884,0.7358,1.5358
08:18:29:705,0.3888,0.7218,1.4886
08:18:29:708,0.3836,0.7606,1.4982
08:18:29:712,0.3388,0.7526,1.5106
08:18:29:716,0.3676,0.7434,1.517
08:18:29:720,0.3856,0.7406,1.513
08:18:29:724,0.3412,0.7574,1.5746
08:18:29:728,0.3836,0.7414,1.5626
08:18:29:732,0.3916,0.7218,1.567
08:18:29:736,0.3648,0.7378,1.559
08:18:29:740,0.384,0.7518,1.5798
08:18:29:744,0.3584,0.7458,1.5838
08:18:29:748,0.378,0.7302,1.565
08:18:29:751,0.3984,0.7298,1.555
08:18:29:755,0.3844,0.7314,1.5386
08:18:29:759,0.3904,0.7366,1.5286
08:18:29:763,0.3768,0.7446,1.4974
08:18:29:767,0.368,0.7766,1.4758
08:18:29:771,0.3412,0.7786,1.5162
08:18:29:775,0.3728,0.7654,1.543
08:18:29:779,0.4032,0.7458,1.5502
08:18:29:783,0.3684,0.757,1.529
08:18:29:787,0.3672,0.7582,1.5202
08:18:29:791,0.3348,0.7454,1.475
08:18:29:794,0.336,0.7434,1.5038
08:18:29:798,0.3576,0.7658,1.5258
08:18:29:802,0.3696,0.7506,1.5262
08:18:29:806,0.4,0.7478,1.5338
08:18:29:810,0.3976,0.7526,1.5094
08:18:29:814,0.3668,0.759,1.4802
08:18:29:818,0.3648,0.755,1.4886
08:18:29:822,0.3388,0.7546,1.499
08:18:29:826,0.3612,0.747,1.5114
08:18:29:830,0.3592,0.7622,1.5222
08:18:29:833,0.3884,0.7426,1.517
08:18:29:837,0.3904,0.7294,1.5458
08:18:29:841,0.354,0.7422,1.5038
08:18:29:845,0.3684,0.753,1.5186
08:18:29:849,0.3692,0.759,1.5222
08:18:29:853,0.372,0.7442,1.5278
08:18:29:857,0.3728,0.757,1.5258
08:18:29:861,0.3648,0.7658,1.513
08:18:29:865,0.3708,0.7446,1.533
08:18:29:869,0.388,0.7482,1.4966
08:18:29:873,0.3708,0.7626,1.4922
08:18:29:876,0.3912,0.7634,1.4934
08:18:29:880,0.3888,0.7582,1.5198
08:18:29:884,0.3672,0.741,1.5194
08:18:29:888,0.3852,0.7578,1.5206
08:18:29:892,0.366,0.759,1.535
08:18:29:896,0.3564,0.759,1.5718
08:18:29:900,0.38,0.7486,1.5646
08:18:29:904,0.3824,0.7754,1.5566
08:18:29:908,0.3616,0.7546,1.5606
08:18:29:912,0.3788,0.7562,1.5594
08:18:29:916,0.374,0.733,1.527
08:18:29:919,0.3596,0.7474,1.5506
08:18:29:923,0.346,0.745,1.559
08:18:29:927,0.3604,0.727,1.5682
08:18:29:931,0.3772,0.725,1.547
08:18:29:935,0.3688,0.7514,1.5638
08:18:29:939,0.3772,0.7406,1.5566
08:18:29:943,0.3756,0.7446,1.5366
08:18:29:947,0.384,0.7454,1.5046
08:18:29:951,0.3988,0.7458,1.5146
08:18:29:955,0.352,0.7682,1.5042
08:18:29:958,0.3668,0.7454,1.517
08:18:29:962,0.3764,0.7474,1.5122
08:18:29:966,0.3908,0.747,1.5322
08:18:29:970,0.36,0.7326,1.5066
08:18:29:974,0.386,0.747,1.513
08:18:29:978,0.3704,0.7294,1.4906
08:18:29:982,0.3884,0.7462,1.5034
08:18:29:986,0.3616,0.7374,1.4942
08:18:29:990,0.3596,0.7374,1.4862
08:18:29:994,0.38,0.739,1.5082
08:18:29:998,0.342,0.7434,1.5222
08:18:30:001,0.3592,0.7318,1.559
08:18:30:005,0.3772,0.737,1.5022
08:18:30:009,0.3944,0.7338,1.4922
08:18:30:013,0.37,0.7578,1.513
08:18:30:017,0.3348,0.7538,1.541
08:18:30:021,0.3776,0.7558,1.513
08:18:30:025,0.3944,0.767,1.5306
08:18:30:029,0.3516,0.7898,1.5254
08:18:30:033,0.3752,0.7586,1.5334
08:18:30:037,0.4,0.757,1.4994
08:18:30:041,0.3736,0.7534,1.4966
08:18:30:044,0.3488,0.7686,1.5162
08:18:30:048,0.3728,0.7338,1.5314
08:18:30:052,0.3736,0.7502,1.5094
08:18:30:056,0.3844,0.7654,1.5266
08:18:30:060,0.3364,0.7642,1.5754
08:18:30:064,0.3592,0.763,1.5818
08:18:30:068,0.3892,0.7522,1.551
08:18:30:072,0.3596,0.7698,1.5678
08:18:30:076,0.3468,0.7778,1.5438
08:18:30:080,0.376,0.7582,1.5058
08:18:30:083,0.3896,0.7798,1.5022
08:18:30:087,0.34,0.771,1.5474
08:18:30:091,0.3532,0.7694,1.5258
08:18:30:095,0.386,0.7386,1.5594
08:18:30:099,0.38,0.7374,1.5642
08:18:30:103,0.3924,0.7198,1.5842
08:18:30:107,0.3872,0.7282,1.5438
08:18:30:111,0.3736,0.7282,1.541
08:18:30:115,0.3864,0.727,1.5246
08:18:30:119,0.3596,0.7574,1.5238
08:18:30:123,0.3648,0.7538,1.5406
08:18:30:126,0.3812,0.7418,1.5274
08:18:30:130,0.3884,0.7406,1.4938
08:18:30:134,0.3844,0.7398,1.5078
08:18:30:138,0.3512,0.735,1.5026
08:18:30:142,0.348,0.7122,1.5054
08:18:30:146,0.376,0.7162,1.4942
08:18:30:150,0.398,0.7234,1.4778
08:18:30:154,0.37,0.7174,1.5082
08:18:30:158,0.348,0.733,1.511
08:18:30:162,0.4028,0.6902,1.4874
08:18:30:166,0.3944,0.7134,1.4986
08:18:30:169,0.3584,0.715,1.4914
08:18:30:173,0.3756,0.7102,1.4866
08:18:30:177,0.3684,0.7198,1.4874
08:18:30:181,0.3648,0.7218,1.487
08:18:30:185,0.364,0.737,1.5178
08:18:30:189,0.362,0.7278,1.4998
08:18:30:193,0.3868,0.741,1.5082
08:18:30:197,0.3708,0.7466,1.5322
08:18:30:201,0.3556,0.7386,1.533
08:18:30:205,0.3844,0.7334,1.5142
08:18:30:208,0.3716,0.7406,1.519
08:18:30:212,0.3548,0.749,1.5026
08:18:30:216,0.372,0.7438,1.5218
08:18:30:220,0.3716,0.7742,1.5074
08:18:30:224,0.3728,0.7906,1.561
08:18:30:228,0.3564,0.7686,1.543
08:18:30:232,0.4032,0.7666,1.5198
08:18:30:236,0.386,0.7446,1.5178
08:18:30:240,0.3504,0.7778,1.5522
08:18:30:244,0.356,0.759,1.5446
08:18:30:248,0.368,0.7738,1.551
08:18:30:251,0.3552,0.765,1.5658
08:18:30:255,0.364,0.769,1.5466
08:18:30:259,0.3844,0.7654,1.5134
08:18:30:263,0.3524,0.781,1.545
08:18:30:267,0.3424,0.7722,1.5462
08:18:30:271,0.3644,0.7818,1.5418
08:18:30:275,0.3932,0.7534,1.5314
08:18:30:279,0.4304,0.745,1.5466
08:18:30:283,0.3776,0.7906,1.5474
08:18:30:287,0.3508,0.749,1.549
08:18:30:291,0.3908,0.7534,1.5458
08:18:30:294,0.3692,0.7294,1.551
08:18:30:298,0.362,0.739,1.551
08:18:30:302,0.3992,0.731,1.5698
08:18:30:306,0.3792,0.743,1.4906
08:18:30:310,0.3612,0.747,1.5054
08:18:30:314,0.3456,0.7722,1.5066
08:18:30:318,0.3284,0.7482,1.4842
08:18:30:322,0.3852,0.7278,1.501
08:18:30:326,0.3812,0.7266,1.4826
08:18:30:330,0.3584,0.739,1.4838
08:18:30:333,0.3724,0.7278,1.4858
08:18:30:337,0.3748,0.7318,1.5166
08:18:30:341,0.374,0.743,1.5126
08:18:30:345,0.384,0.7426,1.547
08:18:30:349,0.3996,0.7366,1.5738
08:18:30:353,0.3812,0.723,1.5626
08:18:30:357,0.3748,0.7346,1.5322
08:18:30:361,0.3776,0.7078,1.5134
08:18:30:365,0.3728,0.733,1.5122
08:18:30:369,0.3644,0.7134,1.471
08:18:30:373,0.3836,0.7318,1.4646
08:18:30:376,0.368,0.739,1.4774
08:18:30:380,0.342,0.7378,1.501
08:18:30:384,0.3564,0.7234,1.4902
08:18:30:388,0.362,0.7262,1.5242
08:18:30:392,0.3664,0.751,1.5358
08:18:30:396,0.3568,0.745,1.5718
08:18:30:400,0.3776,0.7486,1.5358
08:18:30:404,0.384,0.7474,1.573
08:18:30:408,0.3504,0.751,1.5386
08:18:30:412,0.4036,0.7306,1.5542
08:18:30:416,0.388,0.733,1.4954
08:18:30:419,0.3736,0.7298,1.525
08:18:30:423,0.3548,0.7442,1.4914
08:18:30:427,0.3856,0.7414,1.527
08:18:30:431,0.364,0.7634,1.5358
08:18:30:435,0.3772,0.7438,1.5438
08:18:30:439,0.3644,0.7678,1.537
08:18:30:443,0.3792,0.7298,1.529
08:18:30:447,0.358,0.7506,1.5266
08:18:30:451,0.3508,0.7502,1.525
08:18:30:455,0.3504,0.7474,1.515
08:18:30:458,0.3736,0.7534,1.5078
08:18:30:462,0.3752,0.7666,1.5186
08:18:30:466,0.364,0.7922,1.5222
08:18:30:470,0.36,0.785,1.5314
08:18:30:474,0.3888,0.7878,1.501
08:18:30:478,0.4076,0.7626,1.5222
08:18:30:482,0.3536,0.7754,1.5274
08:18:30:486,0.3844,0.7562,1.5206
08:18:30:490,0.3824,0.7562,1.5142
08:18:30:494,0.3516,0.7626,1.5298
08:18:30:498,0.3532,0.7674,1.537
08:18:30:501,0.3968,0.7442,1.5154
08:18:30:505,0.37,0.753,1.5402
08:18:30:509,0.3588,0.7506,1.5158
08:18:30:513,0.3608,0.7706,1.503
08:18:30:517,0.3576,0.7546,1.5266
08:18:30:521,0.3564,0.7602,1.559
08:18:30:525,0.3804,0.743,1.517
08:18:30:529,0.3884,0.765,1.5642
08:18:30:533,0.3608,0.7642,1.5722
08:18:30:537,0.3856,0.7542,1.543
08:18:30:541,0.4108,0.739,1.5114
08:18:30:544,0.38,0.7538,1.5374
08:18:30:548,0.3464,0.7574,1.5358
08:18:30:552,0.3696,0.731,1.5582
08:18:30:556,0.3744,0.7414,1.535
08:18:30:560,0.3572,0.725,1.5346
08:18:30:564,0.3536,0.7382,1.549
08:18:30:568,0.3436,0.7302,1.5346
08:18:30:572,0.3928,0.7338,1.5102
08:18:30:576,0.36,0.7402,1.5326
08:18:30:580,0.3244,0.7706,1.533
08:18:30:583,0.372,0.7418,1.5214
08:18:30:587,0.4048,0.7546,1.5254
08:18:30:591,0.3612,0.769,1.5654
08:18:30:595,0.376,0.7574,1.5862
08:18:30:599,0.3936,0.7434,1.5626
08:18:30:603,0.4052,0.733,1.5294
08:18:30:607,0.3812,0.7418,1.5126
08:18:30:611,0.3716,0.7402,1.523
08:18:30:615,0.376,0.745,1.4998
08:18:30:619,0.3876,0.751,1.497
08:18:30:623,0.3616,0.7622,1.5118
08:18:30:626,0.3584,0.7602,1.5238
08:18:30:630,0.3548,0.7374,1.5006
08:18:30:634,0.3808,0.7318,1.4882
08:18:30:638,0.344,0.7498,1.4666
08:18:30:642,0.35,0.7642,1.4546
08:18:30:646,0.3512,0.7426,1.4834
08:18:30:650,0.3636,0.759,1.4834
08:18:30:654,0.3508,0.7518,1.5254
08:18:30:658,0.358,0.7554,1.5454
08:18:30:662,0.4156,0.7218,1.5202
08:18:30:666,0.3928,0.7418,1.4982
08:18:30:669,0.38,0.7334,1.511
08:18:30:673,0.38,0.7438,1.5362
08:18:30:677,0.4044,0.719,1.5294
08:18:30:681,0.376,0.7414,1.5182
08:18:30:685,0.3696,0.7434,1.4998
08:18:30:689,0.3496,0.741,1.5014
08:18:30:693,0.3704,0.7378,1.4762
08:18:30:697,0.348,0.747,1.4894
08:18:30:701,0.3588,0.7558,1.5054
08:18:30:705,0.3492,0.731,1.5262
08:18:30:708,0.382,0.7414,1.5146
08:18:30:712,0.3784,0.7446,1.5326
08:18:30:716,0.3576,0.741,1.5986
08:18:30:720,0.364,0.7386,1.5762
08:18:30:724,0.3924,0.7246,1.5782
08:18:30:728,0.3544,0.7446,1.5918
08:18:30:732,0.3604,0.737,1.5626
08:18:30:736,0.3992,0.7354,1.5558
08:18:30:740,0.3672,0.7398,1.549
08:18:30:744,0.3624,0.7654,1.5406
08:18:30:748,0.3808,0.769,1.517
08:18:30:751,0.382,0.7546,1.5122
08:18:30:755,0.3592,0.7742,1.5334
08:18:30:759,0.35,0.7694,1.549
08:18:30:763,0.3736,0.759,1.5382
08:18:30:767,0.3924,0.7614,1.5266
08:18:30:771,0.3944,0.7634,1.5242
08:18:30:775,0.3548,0.769,1.559
08:18:30:779,0.35,0.753,1.5406
08:18:30:783,0.3924,0.7518,1.5374
08:18:30:787,0.3676,0.7382,1.5162
08:18:30:791,0.366,0.7494,1.5494
08:18:30:794,0.3884,0.7274,1.4898
08:18:30:798,0.3964,0.7394,1.501
08:18:30:802,0.3372,0.7282,1.5758
08:18:30:806,0.37,0.7274,1.5722
08:18:30:810,0.404,0.7038,1.5458
08:18:30:814,0.388,0.7298,1.517
08:18:30:818,0.35,0.7214,1.5094
08:18:30:822,0.3468,0.723,1.4902
08:18:30:826,0.3536,0.7014,1.487
08:18:30:830,0.3552,0.7274,1.5238
08:18:30:833,0.3708,0.7054,1.5398
08:18:30:837,0.3776,0.7118,1.5242
08:18:30:841,0.3992,0.7202,1.5102
08:18:30:845,0.3616,0.7294,1.5034
08:18:30:849,0.3444,0.7298,1.4946
08:18:30:853,0.368,0.7342,1.4894
08:18:30:857,0.3644,0.7478,1.4998
08:18:30:861,0.3804,0.7434,1.5058
08:18:30:865,0.4008,0.7542,1.4978
08:18:30:869,0.3776,0.7594,1.4902
08:18:30:873,0.3616,0.7722,1.4986
08:18:30:876,0.3748,0.7586,1.513
08:18:30:880,0.366,0.775,1.5178
08:18:30:884,0.364,0.7718,1.5302
08:18:30:888,0.3812,0.7938,1.5234
08:18:30:892,0.358,0.7714,1.5686
08:18:30:896,0.3596,0.773,1.5346
08:18:30:900,0.3916,0.755,1.5406
08:18:30:904,0.3484,0.7866,1.523
08:18:30:908,0.3528,0.7846,1.5706
08:18:30:912,0.3704,0.761,1.5378
08:18:30:916,0.3884,0.7834,1.5422
08:18:30:919,0.3592,0.7914,1.5594
08:18:30:923,0.3668,0.7754,1.5838
08:18:30:927,0.3964,0.761,1.5242
08:18:30:931,0.3748,0.7722,1.5426
08:18:30:935,0.376,0.7606,1.5394
08:18:30:939,0.3836,0.7566,1.5426
08:18:30:943,0.3888,0.7282,1.5214
08:18:30:947,0.3908,0.7698,1.5078
08:18:30:951,0.3496,0.741,1.517
08:18:30:955,0.3728,0.7518,1.5166
08:18:30:958,0.3916,0.7142,1.4862
08:18:30:962,0.3616,0.737,1.527
08:18:30:966,0.3656,0.7194,1.5138
08:18:30:970,0.3748,0.7154,1.4994
08:18:30:974,0.372,0.7138,1.5034
08:18:30:978,0.3504,0.709,1.5362
08:18:30:982,0.3724,0.7126,1.5426
08:18:30:986,0.3744,0.7058,1.5266
08:18:30:990,0.38,0.7222,1.517
08:18:30:994,0.3508,0.7278,1.5254
08:18:30:998,0.366,0.711,1.4962
08:18:31:001,0.3812,0.7318,1.5214
08:18:31:005,0.3592,0.7354,1.5218
08:18:31:009,0.3612,0.7506,1.5426
08:18:31:013,0.3764,0.7634,1.5182
08:18:31:017,0.386,0.7466,1.5418
08:18:31:021,0.3676,0.7682,1.5506
08:18:31:025,0.3624,0.7542,1.5394
08:18:31:029,0.3808,0.743,1.5382
08:18:31:033,0.37,0.7686,1.523
08:18:31:037,0.3464,0.7542,1.521
08:18:31:041,0.3852,0.7722,1.537
08:18:31:044,0.3704,0.7618,1.5162
08:18:31:048,0.3488,0.779,1.5426
08:18:31:052,0.3796,0.7642,1.5118
08:18:31:056,0.3988,0.7526,1.5386
08:18:31:060,0.3636,0.7706,1.5186
08:18:31:064,0.358,0.7598,1.5414
08:18:31:068,0.3692,0.7594,1.5518
08:18:31:072,0.376,0.7354,1.5522
08:18:31:076,0.3896,0.7558,1.5558
08:18:31:080,0.394,0.727,1.5558
08:18:31:083,0.3596,0.7558,1.5438
08:18:31:087,0.3516,0.7314,1.5182
08:18:31:091,0.3836,0.7462,1.5562
08:18:31:095,0.34,0.7534,1.5354
08:18:31:099,0.3852,0.7382,1.5602
08:18:31:103,0.3972,0.7302,1.5154
08:18:31:107,0.368,0.7494,1.499
08:18:31:111,0.3632,0.743,1.4878
08:18:31:115,0.3688,0.747,1.5078
08:18:31:119,0.3484,0.7434,1.535
08:18:31:123,0.3808,0.7414,1.5318
08:18:31:126,0.3868,0.7418,1.5206
08:18:31:130,0.3584,0.753,1.5454
08:18:31:134,0.3648,0.725,1.525
08:18:31:138,0.3872,0.7318,1.5202
08:18:31:142,0.3744,0.7226,1.5194
08:18:31:146,0.3624,0.733,1.5186
08:18:31:150,0.4136,0.7158,1.483
08:18:31:154,0.378,0.7238,1.5058
08:18:31:158,0.3348,0.7318,1.5162
08:18:31:162,0.3664,0.743,1.541
08:18:31:166,0.3824,0.743,1.5334
08:18:31:169,0.3732,0.7354,1.5442
08:18:31:173,0.38,0.753,1.4978
08:18:31:177,0.378,0.7402,1.5426
08:18:31:181,0.3572,0.7634,1.511
08:18:31:185,0.3696,0.7518,1.5382
08:18:31:189,0.3684,0.7638,1.5302
08:18:31:193,0.3736,0.7718,1.537
08:18:31:197,0.384,0.7446,1.5078
08:18:31:201,0.3732,0.759,1.5034
08:18:31:205,0.3368,0.7518,1.4886
08:18:31:208,0.3944,0.7578,1.4922
08:18:31:212,0.366,0.7666,1.499
08:18:31:216,0.37,0.7594,1.5378
08:18:31:220,0.3924,0.7498,1.5322
08:18:31:224,0.3948,0.741,1.555
08:18:31:228,0.3664,0.7438,1.5514
08:18:31:232,0.378,0.7522,1.5206
08:18:31:236,0.3756,0.7526,1.5002
08:18:31:240,0.3484,0.7598,1.5282
08:18:31:244,0.364,0.7522,1.5254
08:18:31:248,0.3804,0.7558,1.5506
08:18:31:251,0.3532,0.7466,1.5726
08:18:31:255,0.3624,0.7854,1.5566
08:18:31:259,0.3572,0.737,1.5574
08:18:31:263,0.3756,0.7566,1.535
08:18:31:267,0.36,0.7418,1.5342
08:18:31:271,0.372,0.7422,1.5266
08:18:31:275,0.3496,0.7622,1.551
08:18:31:279,0.3856,0.7566,1.521
08:18:31:283,0.3988,0.7686,1.5246
08:18:31:287,0.3568,0.757,1.5382
08:18:31:291,0.3688,0.7682,1.5266
08:18:31:294,0.3832,0.7506,1.5074
08:18:31:298,0.3744,0.7598,1.5234
08:18:31:302,0.374,0.7462,1.5186
08:18:31:306,0.384,0.7566,1.5354
08:18:31:310,0.3596,0.7542,1.5322
08:18:31:314,0.3716,0.7482,1.5618
08:18:31:318,0.3728,0.7442,1.5322
08:18:31:322,0.3704,0.7366,1.5554
08:18:31:326,0.3668,0.7374,1.5194
08:18:31:330,0.362,0.737,1.5054
08:18:31:333,0.3784,0.7174,1.5054
08:18:31:337,0.3716,0.7546,1.5326
08:18:31:341,0.362,0.7314,1.5522
08:18:31:345,0.3792,0.771,1.5286
08:18:31:349,0.3888,0.7386,1.4974
08:18:31:353,0.3832,0.7646,1.5114
08:18:31:357,0.3528,0.7446,1.523
08:18:31:361,0.39,0.7442,1.5302
08:18:31:365,0.406,0.7382,1.5174
08:18:31:369,0.3852,0.749,1.541
08:18:31:373,0.3512,0.749,1.551
08:18:31:376,0.3864,0.729,1.5214
08:18:31:380,0.3696,0.7362,1.5222
08:18:31:384,0.34,0.7518,1.5426
08:18:31:388,0.3516,0.749,1.5254
08:18:31:392,0.4004,0.7454,1.5134
08:18:31:396,0.3696,0.7506,1.5266
08:18:31:400,0.3532,0.7626,1.5466
08:18:31:404,0.3644,0.7358,1.5566
08:18:31:408,0.38,0.7314,1.5458
08:18:31:412,0.3868,0.719,1.5514
08:18:31:416,0.3544,0.7282,1.5302
08:18:31:419,0.3632,0.725,1.5058
08:18:31:423,0.3916,0.7222,1.5058
08:18:31:427,0.3728,0.7498,1.493
08:18:31:431,0.364,0.739,1.5078
08:18:31:435,0.3848,0.7514,1.4842
08:18:31:439,0.4008,0.7226,1.4806
08:18:31:443,0.3572,0.7618,1.479
08:18:31:447,0.356,0.7506,1.5142
08:18:31:451,0.374,0.7442,1.5042
08:18:31:455,0.376,0.7578,1.5002
08:18:31:458,0.3452,0.7714,1.5482
08:18:31:462,0.3804,0.7574,1.5502
08:18:31:466,0.3864,0.7478,1.5478
08:18:31:470,0.3524,0.7566,1.5458
08:18:31:474,0.3672,0.7646,1.5342
08:18:31:478,0.368,0.7706,1.4966
08:18:31:482,0.3472,0.7414,1.5154
08:18:31:486,0.3608,0.7554,1.5102
08:18:31:490,0.3812,0.723,1.5118
08:18:31:494,0.372,0.7574,1.5166
08:18:31:498,0.386,0.731,1.5242
08:18:31:501,0.386,0.743,1.5094
08:18:31:505,0.3732,0.7474,1.5446
08:18:31:509,0.3564,0.7558,1.5726
08:18:31:513,0.3796,0.7422,1.5582
08:18:31:517,0.374,0.7434,1.5858
08:18:31:521,0.362,0.7642,1.5458
08:18:31:525,0.3764,0.7498,1.5478
08:18:31:529,0.3668,0.7554,1.513
08:18:31:533,0.3556,0.7558,1.5114
08:18:31:537,0.3748,0.7654,1.5182
08:18:31:541,0.3724,0.7554,1.5378
08:18:31:544,0.3732,0.7714,1.5458
08:18:31:548,0.3892,0.7466,1.5514
08:18:31:552,0.3704,0.7742,1.5486
08:18:31:556,0.3796,0.7546,1.581
08:18:31:560,0.3764,0.763,1.5486
08:18:31:564,0.396,0.755,1.5446
08:18:31:568,0.3492,0.7798,1.5278
08:18:31:572,0.3756,0.7602,1.5666
08:18:31:576,0.3564,0.773,1.5338
08:18:31:580,0.3808,0.7626,1.5274
08:18:31:583,0.3892,0.7598,1.5382
08:18:31:587,0.366,0.7654,1.5422
08:18:31:591,0.3452,0.7482,1.5334
08:18:31:595,0.3836,0.7578,1.5354
08:18:31:599,0.3736,0.7438,1.5318
08:18:31:603,0.3424,0.7554,1.5418
08:18:31:607,0.3664,0.7426,1.513
08:18:31:611,0.39,0.749,1.481
08:18:31:615,0.3628,0.7254,1.507
08:18:31:619,0.3776,0.7458,1.5034
08:18:31:623,0.4008,0.7214,1.483
08:18:31:626,0.3856,0.7406,1.5274
08:18:31:630,0.3564,0.7574,1.4806
08:18:31:634,0.3696,0.7498,1.5114
08:18:31:638,0.3756,0.7314,1.5046
08:18:31:642,0.3848,0.7374,1.5338
08:18:31:646,0.3572,0.7394,1.527
08:18:31:650,0.3668,0.7282,1.5094
08:18:31:654,0.394,0.7414,1.4742
08:18:31:658,0.3444,0.7334,1.4994
08:18:31:662,0.3304,0.7438,1.5102
08:18:31:666,0.37,0.7286,1.4986
08:18:31:669,0.3704,0.7414,1.5326
08:18:31:673,0.36,0.7402,1.5702
08:18:31:677,0.392,0.7266,1.5114
08:18:31:681,0.4096,0.7642,1.5142
08:18:31:685,0.3508,0.7582,1.5586
08:18:31:689,0.37,0.7634,1.5542
08:18:31:693,0.4112,0.7642,1.5386
08:18:31:697,0.3808,0.7802,1.5854
08:18:31:701,0.3428,0.7546,1.5898
08:18:31:705,0.3824,0.7426,1.5326
08:18:31:708,0.4012,0.755,1.527
08:18:31:712,0.3416,0.7686,1.5382
08:18:31:716,0.324,0.7842,1.5406
08:18:31:720,0.3864,0.7694,1.4878
08:18:31:724,0.3784,0.7714,1.4906
08:18:31:728,0.3436,0.7654,1.5574
08:18:31:732,0.3692,0.7594,1.5278
08:18:31:736,0.3936,0.7522,1.5198
08:18:31:740,0.3764,0.7626,1.5254
08:18:31:744,0.3676,0.7846,1.5294
08:18:31:748,0.378,0.7642,1.545
08:18:31:751,0.3748,0.7626,1.583
08:18:31:755,0.3732,0.7454,1.559
08:18:31:759,0.3984,0.7482,1.551
08:18:31:763,0.3672,0.7454,1.5474
08:18:31:767,0.3548,0.7206,1.5322
08:18:31:771,0.3604,0.713,1.5242
08:18:31:775,0.3572,0.7198,1.5394
08:18:31:779,0.372,0.7034,1.5202
08:18:31:783,0.3556,0.7106,1.5042
08:18:31:787,0.3864,0.705,1.5238
08:18:31:791,0.3628,0.7162,1.4934
08:18:31:794,0.348,0.7362,1.529
08:18:31:798,0.362,0.7062,1.5262
08:18:31:802,0.3924,0.7222,1.5062
08:18:31:806,0.3744,0.7354,1.5082
08:18:31:810,0.378,0.737,1.5326
08:18:31:814,0.3956,0.7158,1.5114
08:18:31:818,0.4072,0.7362,1.5046
08:18:31:822,0.378,0.7318,1.5346
08:18:31:826,0.3732,0.7354,1.5354
08:18:31:830,0.394,0.7274,1.5126
08:18:31:833,0.3796,0.7442,1.491
08:18:31:837,0.3432,0.7798,1.5426
08:18:31:841,0.3476,0.7758,1.5178
08:18:31:845,0.3924,0.7598,1.5266
08:18:31:849,0.3516,0.7742,1.5326
08:18:31:853,0.332,0.7898,1.5514
